ID,Category,Title,Response,Representative Questions
1946,EZ Renewal,Opt out of EZ Renewal,"<p>To opt out of our Easy Renewal program follow these steps:</p><NEWLINE><NEWLINE><ol><NEWLINE><TAB><li>Go to the BJ.com sign in page.</li><NEWLINE><TAB><li>Enter your <strong>Email Address</strong> and <strong>Password</strong> and click <strong>Sign In</strong>.</li><NEWLINE><TAB><li>Hover your cursor over [your name] near the top right corner and click on <strong>Account Information</strong> from the dropdown menu.</li><NEWLINE><TAB><li>Click on <strong>Membership Information</strong>.</li><NEWLINE><TAB><li>On the right side of your screen, where it says, ""<em>BJ's EASY RENEWAL</em>"", it should say ""<em>You are currently opted into BJ's Easy Renewal</em>."" Click on the <strong>Manage Easy Renewal</strong> button.</li><NEWLINE><TAB><li>On the right side of your screen, click the <strong>red button</strong> next to ""<em>Easy Renewal On</em>."" </li><NEWLINE><TAB><li>You will see a message confirming that you have opted out of Easy Renewal, click <strong>Confirm</strong>.</li><NEWLINE></ol>",How do I opt out of EZ Renewal?<NEWLINE>How to opt out of EZ Renewal<NEWLINE>I want to cancel EZ Renewal<NEWLINE>How do I unsubscribe from EZ Renewal?<NEWLINE>I want to stop auto renewal<NEWLINE>How can I end auto renewal?<NEWLINE>I wish to opt-out of EZ Renewal<NEWLINE>I want to stop EZ Renewal<NEWLINE>Can I unsubscribe EZ Renewal?<NEWLINE>stop ez renewal<NEWLINE>stop ez renewal<NEWLINE>cancel auto renewal<NEWLINE>stop automatic renewal<NEWLINE>Opt out of EZ Renewal<NEWLINE>opt out online<NEWLINE>renewal issue<NEWLINE>cancel easy renewal<NEWLINE>
1945,Location,Same Day Delivery Locations,"<p>Same Day Delivery is available to addresses within a 15-20-minute drive time from the selected Club. To check if your ZIP code is available in your area, visit our <a href=""https://delivery.bjs.com/"">Delivery Page</a> and enter your ZIP code.</p>",Where is Same Day Delivery available?<NEWLINE>Is Same Day Delivery available for all locations?<NEWLINE>Is Same Day Delivery for specific locations only?<NEWLINE>What are the locations that Same Day Delivery is available?<NEWLINE>Where are the areas that Same Day Delivery is available?<NEWLINE>availability same day delivery<NEWLINE>Same Day Delivery Locations<NEWLINE>
1944,General,Same Day Delivery,"<p>Same day delivery allows you to order fresh groceries online, schedule your delivery within two hours or up to five days out, and get them delivered to your doorstep. Instacart is our same day delivery partner. An Instacart shopper will go to your local club to buy the products you've ordered and then deliver them to you.</p>","I want to know more about Same Day Delivery<NEWLINE>What is Same Day Delivery<NEWLINE>What's Same Day Delivery about?<NEWLINE>same day delivery<NEWLINE>Tell me about Same Day Delivery<NEWLINE>Someone told me about Same Day Delivery, can you tell me about it?<NEWLINE>Same Day Delivery<NEWLINE>"
1943,General,Awards balance,"<p>Members can find their award and earnings balance:                                      </p><NEWLINE><NEWLINE><p>1. On BJs.com, once you register with an online account</p><NEWLINE><NEWLINE><p><br /><NEWLINE>2. At the membership services desk by asking a BJ's team member</p><NEWLINE><NEWLINE><p><br /><NEWLINE>3. At the bottom of your receipt.</p>",Awards balance<NEWLINE>What is my awards balance<NEWLINE>I want to know my perks balance<NEWLINE>I would like to find out my award balance<NEWLINE>How do I know what's my points balance<NEWLINE>How do I know what is my point balance<NEWLINE>I'd like to find out what's my awards balance<NEWLINE>perks balance<NEWLINE>points balance<NEWLINE>award balance<NEWLINE>reward balance<NEWLINE>how many points have I collected for my membership<NEWLINE>tell me how close I am to getting to the next perks level<NEWLINE>I want to know my membership points balance membership perks balance<NEWLINE>how much left till my next perk awards balance<NEWLINE>I want to know the award balance in my account <NEWLINE>rewards<NEWLINE>membership awards<NEWLINE>awards<NEWLINE>
1942,Assistance,Missing or damaged items in order,<p>We are sorry to hear that your order was less than perfect. We'll connect you with a team member who can assist you.</p>,"Missing or damaged items in order<NEWLINE>What should I do if my order arrives damaged?<NEWLINE>There are damages to the items in my order<NEWLINE>My order has some damaged items<NEWLINE>There are missing items in my order<NEWLINE>some items are missing from my order<NEWLINE>Some items are lost from my order<NEWLINE>my order is incomplete<NEWLINE>my order is not complete<NEWLINE>I received damaged items<NEWLINE>The order sent have damaged items in them<NEWLINE>The items I received seem to be damaged<NEWLINE>I can see damages to items delivered<NEWLINE>order came damaged<NEWLINE>missing item<NEWLINE>rotten produce<NEWLINE>wrong item delivered<NEWLINE>damaged item<NEWLINE>missing items<NEWLINE>damaged items in order<NEWLINE>did not get them<NEWLINE>did not get them, but was still charged<NEWLINE>I placed an order and items were spoiled<NEWLINE>Two were delivered and one was not<NEWLINE>never received part of my order<NEWLINE>missing item from pick-up order<NEWLINE>wrong item<NEWLINE> i only received one<NEWLINE>Only one package was delivered<NEWLINE>item / order not received<NEWLINE>didn't receive order<NEWLINE>i only receive one box instead of <NEWLINE>Delivery never came<NEWLINE>"
1941,Price,Shipping costs calculation,"<p>Shipping costs are determined by the distance between your delivery location/address and the order dispatch/shipping point of your purchased items. We are unable to provide exact shipping costs until an order has been placed.</p><NEWLINE><NEWLINE><p>Alternatively, instead of having your order shipped to you, you could place an order then use BJ's ""<strong>Free Pick Up Today</strong>"" service. This free service is available in all Clubs, allowing you to check in and have our Team Members prepare your order for you to pick up at your local club.</p>",How are shipping costs calculated?<NEWLINE>How is the shipping fee calculated?<NEWLINE>Shipping cost breakdown<NEWLINE>I want to know the details of how the shipping cost is calculated<NEWLINE>Details of shipping fee and how it's calculated<NEWLINE>calculate shipping cost<NEWLINE>Shipping costs calculation<NEWLINE>shipping estimate accurate<NEWLINE>shipping costs<NEWLINE>
1940,Price,Delivery fee amount,"<p>With Same Day Delivery, there are no gimmicks and no mark ups, just a flat fee of $14.99.</p><NEWLINE><NEWLINE><p>Same Day Delivery fees are always $14.99 but may increase if you decide to provide your shopper a tip!</p>",Delivery fee amount<NEWLINE>delivery charge<NEWLINE>What's the delivery fee?<NEWLINE>I want to know what the delivery charge is<NEWLINE>Is there a delivery charge?<NEWLINE>Is there some kind of delivery fee?<NEWLINE>How come the delivery fee isn't 14.99?<NEWLINE>Why does mine say the delivery fee is more than 14.99?<NEWLINE>My delivery fee shows that it's more than 14.99. Why?<NEWLINE>Why is my delivery fee not 14.99?<NEWLINE>
1939,Change,Make a name change online,"<p>For security reasons, BJ's does not accept name changes made online for Primary, Household or Supplemental Members. Please visit your BJ's Member Services desk in-Club with any and all name changes. Keep in mind that you will be asked to show a Government issued ID!</p>","Make a name change online<NEWLINE>change name online<NEWLINE>Can I change the name on my account online?<NEWLINE>I need to edit the name on my account. Can I do it online?<NEWLINE>My name is spelled wrong and I need to make a change, is it possible to do it online?<NEWLINE>I want to change the name on my account.<NEWLINE>change wrong name on account <NEWLINE>change my name<NEWLINE>I need my name removed<NEWLINE>my last name is incorrect<NEWLINE>name change<NEWLINE>"
1938,Price,Is there any extra cost for Free Pick Up Today,<p>Free Pick Up Today is a free service provided solely for the benefit of our Members. This means no extra cost on top of your order!</p>,Is there any extra cost for Free Pick Up Today<NEWLINE>Are there extra charges for Free Pick Up Today?<NEWLINE>Do I have to pay for anything if I want to use Free Pick Up Today?<NEWLINE>Is there a fee I need to pay for Free Pick Up Today?<NEWLINE>Is Free Pick Up Today completely free?<NEWLINE>fee for free pick up today<NEWLINE>Does free pick-up today cost?<NEWLINE>
1937,Refund & Return,How to return a Free Pick Up Today order,<p>You can return your <strong>Free Pick Up Today</strong> order at the Member Services desk in-Club.</p>,How to return a Free Pick Up Today order<NEWLINE>How to return a Free Pick Up Today order<NEWLINE>How do I return my Free Pick Up Today order<NEWLINE>I want to return my order. I used Free Pick Up Today<NEWLINE>Can I return an item if I used Free Pick Up Today?<NEWLINE>Is it possible to return an item if I used Free Pickup Today?<NEWLINE>return free pick up today order<NEWLINE>
1936,General,Instant Savings and Coupons on Shop BJs.com - Pick Up in-Club items,"<p><strong>Instant Savings Clipless Coupons </strong>will be automatically applied to your order. We regret that we cannot accept paper coupons on online orders. We also cannot accept printed or digital manufacturers' coupons other than those offered on the ""<strong>My Coupons</strong>"" page. You can go to BJs.com and click on ""<strong>Coupons</strong>"" at the top of the screen to choose your desired coupons online. You can load them to your BJ's Membership Card and automatically save on your next shopping trip!<br /><NEWLINE><br /><NEWLINE>For more information, please see <a href=""https://www.bjs.com/myCoupons?source=header"" target=""_blank"">BJ's Coupons.</a></p>",Can Instant Savings and Coupons be applied to Shop BJs.com - Pick Up in-Club items<NEWLINE>Can the coupons also be applied to the Pick Up in-Club items on the website<NEWLINE>Can Instant Savings be applied to orders for Pick Up in-Club on BJs.com?<NEWLINE>Is the Instant Savings and Coupons applicable for orders on the website for Pick Up in-Club?<NEWLINE>Can I use the Instand Savings and Coupons for Pick Up in-Club items ordered on the site?<NEWLINE>Instant Savings and Coupons on Shop BJs.com - Pick Up in-Club items<NEWLINE>Do instant savings coupons work with pick-up in club items<NEWLINE>Do instant savings coupons work on pick-up in club items?<NEWLINE>clipped coupons<NEWLINE>apply coupons at checkout<NEWLINE>apply coupons to online order<NEWLINE>
1935,Tracking & Status,What to take with me to pick up my order,"<p>You will need a current valid photo ID, your BJ's Membership Card and your order number to pick up your items.</p>",What to take with me to pick up my order<NEWLINE>What do I need to take with me to pick up my order?<NEWLINE>What do I need to bring for an order pick up?<NEWLINE>Do I need to bring anything specific to pick up my order?<NEWLINE>What do I need to bring with me to pick up an order?<NEWLINE>What documentation do I need to bring with me to pick up my items?<NEWLINE>do i need documents for order pick up<NEWLINE>documents to collect order<NEWLINE>
1934,Tracking & Status,Friend or family member picking up my order,"<p>Orders can only be picked up by individuals with the Membership Number used to place the order. If the order was created by a Primary Member, the Household Member on the Membership can also pick up the reserved items</p>","Can I have a friend or family member pick up my order?<NEWLINE> Can a friend or family member pick up my order<NEWLINE>Can my family member pick up my order for me?<NEWLINE>Can I get someone else to collect my order for me?<NEWLINE>Can someone else go pick up my order?<NEWLINE>I can't pick up my order, can I send someone else to pick it up for me?<NEWLINE>Can my friend pick up my order?<NEWLINE>someone else pick up my order<NEWLINE>Friend or family member picking up my order<NEWLINE>Club pick up by family member<NEWLINE>change pick up person<NEWLINE>Hi I need to chnage the pickup person on an order<NEWLINE>different pickup person<NEWLINE>"
1933,Tracking & Status,Order Pick-up Status,"<p>We will send you a confirmation email when your order is ready to be picked up. If you have opted to receive a text alert, you will also receive a text message on your phone letting you know your order is ready.</p>",How will I know my order is ready to be picked up<NEWLINE>How to know when an order is ready to be picked up<NEWLINE>How to know when an order is ready for pick up<NEWLINE>Will I be notified when my order is ready to be picked up?<NEWLINE>Will I get a notification when my order is ready to be picked up?<NEWLINE>How do I know when I can pick up my order?<NEWLINE>is my order ready for pick up<NEWLINE>How do I find out when I can go and collect my order<NEWLINE>Will you tell me when my order is ready for collection<NEWLINE>order ready to collect<NEWLINE>Order pick-up status<NEWLINE>order status<NEWLINE>status of order<NEWLINE>I need an update on order<NEWLINE>
1932,General,Using the Pick Up in-Club area,"<p>Access the Pick Up in-Club  area by opening  <strong>In-Club Mode</strong>, found at the bottom of the screen in your BJ's mobile app. <strong>In-Club Mode</strong> is available when you are inside certain Clubs that have these capabilities.</p>",how do I use the Pick Up in-Club area? <NEWLINE>How to use the Pick Up in-Club area<NEWLINE>What is the Pick Up in-Club area?<NEWLINE>How does one apply to use the Pick Up in-Club area?<NEWLINE>Using the Pick Up in-Club area<NEWLINE>I want to use the Pick Up in-Club area but don't know how<NEWLINE>I want to know how to use the Pick Up in-Club area<NEWLINE>whats is pick up in club<NEWLINE>how do I pick up<NEWLINE>
1931,Payment,Order Charge Time,"<p>Your credit card will be charged after you have picked up your order in the Club, at curb side or after it has shipped.</p>",When will I be charged for my order<NEWLINE>When will my card be charged for my order?<NEWLINE>Will I be charged before or after I pick up my order?<NEWLINE>when do you charge for an order<NEWLINE>Will I be charged immediately once I place the order?<NEWLINE>Does my card get charged before or after picking up the order?<NEWLINE>do you charge right away for orders<NEWLINE>Order Charge Time<NEWLINE>when will I be charged?<NEWLINE>when will my card be billed<NEWLINE>
1930,Hours,Time limit to pick up an order,"<p>You have 72 hours to pick up your order. <strong>Free Pick Up Today</strong> orders that have not been picked up within 72 hours of the time they were placed will be cancelled and returned to stock. If you still wish to pick up the items, you will need to submit a new order.</p>",How long do I have to pick up my order?<NEWLINE>What's the time limit for picking up an order?<NEWLINE>time limit to pick an order<NEWLINE>How many hours do I have to pick up my orders?<NEWLINE>Is there a time limit to collecting orders?<NEWLINE>How many hours do I have to go and collect my order from the Club?<NEWLINE>how long do i have to pick up order <NEWLINE>can I pick up my order today instead of tomorrow<NEWLINE>How long do you guys hold a pickup order for?<NEWLINE>I would like to reschedule my pick up order<NEWLINE>Change my pick up date<NEWLINE>
1929,EZ Renewal,BJ's Easy Renewal,"<p>BJ's Easy Renewal is the hassle-free way to automatically renew your Membership so it never expires. This optional program automatically renews your BJ's Membership every year and charges the Membership fee to a designated debit or credit card. This saves you time and trouble since you'll no longer have to renew by mail or at the Club. For ""Perks Plus"" and ""Perks Elite"" Members, the Membership fee is automatically charged to your My BJ's Perks MasterCard. </p>",BJ's Easy Renewal<NEWLINE>What is BJ's Easy Renewal?<NEWLINE>What is the EZ Renewal about?<NEWLINE>I want to know about the Easy Renewal<NEWLINE>My mother wants to know about the EZ Renewal program<NEWLINE>What's the Easy Renewal program?<NEWLINE>What's this BJ's EZ Renewal exactly?<NEWLINE>Is the EZ Renewal program an automatic renewal program?<NEWLINE>Is Easy Renewal like auto renewal?<NEWLINE>BJ's EZ Renewal<NEWLINE>What is BJ's Eazy Renewal?<NEWLINE>What is BJ's EZ Renewal?<NEWLINE>What is BJs Easy Renewal?<NEWLINE>What is BJs Eazy Renewal?<NEWLINE>What is BJs EZ Renewal?<NEWLINE>EZ renewal<NEWLINE>
1928,Assistance,Reset my password,"<p>Forgot your BJs.com password? Not a problem, it happens to the best of us! </p><NEWLINE><NEWLINE><p>Here's what you need to do to recover your forgotten password. </p><NEWLINE><NEWLINE><p>Please click <a href=""https://www.bjs.com/membershipForgotPassword"" target=""_blank"">here</a> and enter your BJ's account email address and we will send you a link to reset your password.</p>",Reset my password<NEWLINE>Reset my pwd<NEWLINE>I can't remember my pwd<NEWLINE>I don't know what my pwd is<NEWLINE>Not sure what is my pwd<NEWLINE>Can't remember pwd<NEWLINE>Forgot pwd<NEWLINE>I want to reset my pwd<NEWLINE>I need to reset my pwd<NEWLINE>I want to change my pwd<NEWLINE>reset pwd<NEWLINE>pwd change<NEWLINE>I forgot my BJs.com pwd - what should I do?<NEWLINE>it says my password is wrong<NEWLINE>it says my pass word is wrong<NEWLINE>Password reset<NEWLINE>Can't recover password<NEWLINE>
1927,Location,Location of BJ's Pick Up in-Club area,"<p><strong>BJ's Pick Up in-Club</strong> area is a dedicated spot in-Club, separate from the Member Services desk, where Members can retrieve their Pick Up in-Club orders. We do this to help speed up the pickup process. Members can either use their BJ's mobile app or a tablet at the kiosk to check in. A Team Member will get a notification and get the order ready. </p>",BJ's Pick Up in-Club area<NEWLINE>Where is the Pick Up in-Club area at my local BJ's?<NEWLINE>Where is the location for the Pick Up in-Club at my Club?<NEWLINE>Where do I go to get items for the Pick Up in-Club at my Club?<NEWLINE>Where's the area for Pick Up in-Club items at my Club?<NEWLINE>Location of Pick Up in-Club order at my Club<NEWLINE>BJ's Pick Up in-Club area <NEWLINE>pick up area<NEWLINE>Pick Up in-Club<NEWLINE>where do i pick up in club<NEWLINE>Location of BJ's Pick Up in-Club area<NEWLINE>
1923,Hours,Shopping hours for senior citizens,"<p>Members aged 60 and over are invited to shop during our designated senior hours, which are now <strong>Monday to Saturday</strong> from <strong>8:00 a.m. to 9:00 a.m</strong>.</p>",Shopping hours for senior citizens<NEWLINE>What are the shopping hours for senior citizens?<NEWLINE>Do you have senior citizen hours? <NEWLINE>Senior citizen hours<NEWLINE>senior hours<NEWLINE>What time can I shop if I'm 60 and above<NEWLINE>dedicated hours for seniors<NEWLINE>senior shopping<NEWLINE>do you allocate any hours for seniors?<NEWLINE>do you allocate any hours for people over 60?<NEWLINE>do you allocate any hours for people above 60?<NEWLINE>
1924,Hours,Shopping hours for frontliners,"<p>To support our first responders and healthcare workers, BJ's is hosting an ""Appreciation Hour"" <strong>every Sunday morning</strong>, from <strong>8:00 a.m. to 9:00 am</strong>. During this hour, all BJ's locations are opened exclusively to our frontline heroes. They are free to take advantage of BJ's low prices without a membership or can choose to accept a free, complimentary four-month membership. Eligible shoppers can sign up for this offer at the Club's Membership Desk by showing a badge or ID that identifies them as first responders or healthcare workers.</p>",Do you have hours for frontliners?<NEWLINE>Shopping hours for frontliners<NEWLINE>What are the shopping hours for frontliners?<NEWLINE>Do you have special hours for healthcare workers?<NEWLINE>Are there any special hours for frontliners<NEWLINE>Do first responders have special hours<NEWLINE>hours for health care workers<NEWLINE>dedicated hours for frontliners<NEWLINE>dedicated hours for frontline workers<NEWLINE>
1926,Availability,Items are not in stock at my Club,"<p>If an item is not in stock at your Club, check to see if it is available at a nearby Club. On the product page, under <strong>Free Pick Up Today,</strong> you will see the Club you have set as My Club. Click the Club name, enter your ZIP code, and check off ""<strong>Show only clubs that have inventory</strong>"". You will see other Clubs within 25 miles that have your item in stock.</p>","What should I do if the items I want are not in stock at my Club?<NEWLINE>Items are not in stock at my Club<NEWLINE>The item I want is not in stock at my Club. Is there a way to get it at another Club?<NEWLINE>The item I want to get isn't available in my Club, can I get it at another Club nearby?<NEWLINE>Is there a way to get the item unavailable in my Club at another location?<NEWLINE>If the things I want to get aren't in stock at my Club, is it possible fore me to get them at another Club?<NEWLINE>items not in stock<NEWLINE>not in stock<NEWLINE>product not in stock<NEWLINE>"
1925,Assistance,Lost Membership Card,<p>Happens to the best of us! It is easy to get a new card at no additional cost. All you have to do is head over to the Member Services desk at your local Club and present a Government issue ID to get a replacement card printed!</p>,"I lost my membership card. Do I need a replacement?<NEWLINE>I lost my membership card<NEWLINE>I can't seem to find my membership card<NEWLINE>I need to replace a missing membership card<NEWLINE>My card is missing, I need a new one<NEWLINE>need a new membership card<NEWLINE>I lost my card and need a new one<NEWLINE>I need to replace my membership card because I lost my old one<NEWLINE>cannot find my membership card<NEWLINE>how do i get a new membership card<NEWLINE>Lost Membership Card<NEWLINE>lost card<NEWLINE>my card was stolen<NEWLINE>someone used my card<NEWLINE>"
